"ITTER107","Territorio","TIPO_DATO15","Tipo indicatore","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITD3","Veneto","POP1564","popolazione 15-64 anni (valori percentuali) - al 1° gennaio","2016","2016",64.1,,
"ITD3","Veneto","POP1564","popolazione 15-64 anni (valori percentuali) - al 1° gennaio","2017","2017",63.9,,
"ITD3","Veneto","POP1564","popolazione 15-64 anni (valori percentuali) - al 1° gennaio","2018","2018",63.9,,
"ITD3","Veneto","POP1564","popolazione 15-64 anni (valori percentuali) - al 1° gennaio","2019","2019",63.8,,
"ITD3","Veneto","POP1564","popolazione 15-64 anni (valori percentuali) - al 1° gennaio","2020","2020",63.7,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2002","2002",18.3,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2003","2003",18.5,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2004","2004",18.7,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2005","2005",19,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2006","2006",19.3,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2007","2007",19.5,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2008","2008",19.7,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2009","2009",19.8,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2010","2010",20,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2011","2011",20.1,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2012","2012",20.6,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2013","2013",21,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2014","2014",21.3,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2015","2015",21.7,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2016","2016",22.1,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2017","2017",22.4,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2018","2018",22.7,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2019","2019",22.9,,
"ITD3","Veneto","POP65OVER","popolazione 65 anni e più (valori percentuali) - al 1° gennaio","2020","2020",23.3,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2002","2002",46.6,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2003","2003",47.4,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2004","2004",47.9,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2005","2005",48.7,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2006","2006",49.7,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2007","2007",50.5,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2008","2008",50.9,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2009","2009",51.5,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2010","2010",52.2,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2011","2011",52.4,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2012","2012",53.6,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2013","2013",54.3,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2014","2014",55,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2015","2015",55.6,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2016","2016",56,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2017","2017",56.4,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2018","2018",56.6,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2019","2019",56.7,,
"ITD3","Veneto","DEPENDRATE","indice di dipendenza strutturale (valori percentuali) - al 1° gennaio","2020","2020",56.9,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2002","2002",26.8,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2003","2003",27.3,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2004","2004",27.6,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2005","2005",28.2,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2006","2006",28.8,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2007","2007",29.4,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2008","2008",29.7,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2009","2009",30,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2010","2010",30.5,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2011","2011",30.6,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2012","2012",31.7,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2013","2013",32.3,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2014","2014",33.1,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2015","2015",33.8,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2016","2016",34.5,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2017","2017",35,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2018","2018",35.5,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2019","2019",35.9,,
"ITD3","Veneto","OLDAGEDEPR","indice di dipendenza degli anziani (valori percentuali) - al 1° gennaio","2020","2020",36.5,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2002","2002",135.8,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2003","2003",135.8,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2004","2004",136.7,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2005","2005",137.4,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2006","2006",138.4,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2007","2007",139.3,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2008","2008",139.5,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2009","2009",139.5,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2010","2010",140.5,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2011","2011",140.7,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2012","2012",144.5,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2013","2013",147.2,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2014","2014",151.1,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2015","2015",155.3,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2016","2016",159.9,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2017","2017",164.3,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2018","2018",168.5,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2019","2019",173.1,,
"ITD3","Veneto","AGEINDEX","indice di vecchiaia (valori percentuali) - al 1° gennaio","2020","2020",179.2,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2002","2002",42.3,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2003","2003",42.4,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2004","2004",42.5,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2005","2005",42.7,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2006","2006",42.8,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2007","2007",43,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2008","2008",43.1,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2009","2009",43.2,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2010","2010",43.4,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2011","2011",43.6,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2012","2012",43.8,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2013","2013",44,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2014","2014",44.3,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2015","2015",44.6,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2016","2016",44.9,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2017","2017",45.1,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2018","2018",45.4,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2019","2019",45.7,,
"ITD3","Veneto","MEANAGEP","età media della popolazione - al 1° gennaio","2020","2020",45.9,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2002","2002",80.5,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2003","2003",80.6,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2004","2004",81.2,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2005","2005",81.3,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2006","2006",81.7,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2007","2007",81.8,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2008","2008",81.8,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2009","2009",82.1,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2010","2010",82.4,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2011","2011",82.6,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2012","2012",82.6,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2013","2013",82.9,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2014","2014",83.2,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2015","2015",82.9,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2016","2016",83.4,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2017","2017",83.4,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2018","2018",83.6,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2019","2019",83.8,,
"ITD3","Veneto","LIFEEXP0T","speranza di vita alla nascita - totale","2020","2020",82.9,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2002","2002",19.2,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2003","2003",19.2,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2004","2004",19.6,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2005","2005",19.6,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2006","2006",20,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2007","2007",20,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2008","2008",20,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2009","2009",20.2,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2010","2010",20.3,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2011","2011",20.5,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2012","2012",20.5,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2013","2013",20.7,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2014","2014",21.1,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2015","2015",20.7,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2016","2016",21.1,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2017","2017",21,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2018","2018",21.3,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2019","2019",21.5,,
"ITD3","Veneto","LIFEEXP65T","speranza di vita a 65 anni - totale","2020","2020",20.5,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2002","2002",8.1,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2003","2003",8.3,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2004","2004",8.4,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2005","2005",8.4,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2006","2006",8.6,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2007","2007",8.7,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2008","2008",8.6,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2009","2009",8.5,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2010","2010",8.4,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2011","2011",8.1,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2012","2012",8,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2013","2013",7.7,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2014","2014",7.5,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2015","2015",7,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2016","2016",7,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2017","2017",6.7,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2018","2018",6.5,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2019","2019",6.2,,
"ITD4","Friuli-Venezia Giulia","BIRTHRATE","tasso di natalità (per mille abitanti)","2020","2020",6.2,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2002","2002",12,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2003","2003",12.4,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2004","2004",11.6,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2005","2005",11.6,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2006","2006",11.4,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2007","2007",11.2,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2008","2008",11.8,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2009","2009",11.6,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2010","2010",11.5,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2011","2011",11.5,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2012","2012",11.8,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2013","2013",11.6,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2014","2014",11.3,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2015","2015",12.2,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2016","2016",11.6,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2017","2017",12,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2018","2018",12,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2019","2019",11.8,,
"ITD4","Friuli-Venezia Giulia","DEATHRATE","tasso di mortalità (per mille abitanti)","2020","2020",13.6,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2002","2002",4,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2003","2003",4.8,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2004","2004",3.7,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2005","2005",3.7,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2006","2006",3.6,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2007","2007",3.6,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2008","2008",3.4,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2009","2009",3.2,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2010","2010",3.1,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2011","2011",2.9,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2012","2012",3.1,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2013","2013",2.8,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2014","2014",2.8,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2015","2015",2.9,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2016","2016",2.9,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2017","2017",2.7,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2018","2018",2.8,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2019","2019",2.7,,
"ITD4","Friuli-Venezia Giulia","MARRATE","tasso di nuzialità (per mille abitanti)","2020","2020",1.7,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2002","2002",3,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2003","2003",1.8,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2004","2004",1,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2005","2005",0.9,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2006","2006",1.1,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2007","2007",1.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2008","2008",1.7,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2009","2009",0.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2010","2010",0.2,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2011","2011",1.1,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2012","2012",2.1,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2013","2013",2,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2014","2014",1.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2015","2015",1.3,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2016","2016",1.9,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2017","2017",2.3,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2018","2018",3.3,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2019","2019",2,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEIN","saldo migratorio interno (per mille abitanti)","2020","2020",2.1,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2002","2002",5.4,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2003","2003",7.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2004","2004",6.4,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2005","2005",4.3,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2006","2006",5.2,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2007","2007",8.4,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2008","2008",7.7,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2009","2009",3.6,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2010","2010",2.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2011","2011",0.8,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2012","2012",2.8,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2013","2013",1.9,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2014","2014",-0.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2015","2015",-0.6,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2016","2016",-0.1,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2017","2017",1.6,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2018","2018",1.6,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2019","2019",1.5,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEAB","saldo migratorio con l'estero (per mille abitanti)","2020","2020",1.8,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEOR","saldo migratorio per altro motivo (per mille abitanti)","2019","2019",-1.3,,
"ITD4","Friuli-Venezia Giulia","NMIGRATEOR","saldo migratorio per altro motivo (per mille abitanti)","2020","2020",-0.3,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2002","2002",8.5,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2003","2003",9.4,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2004","2004",7.4,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2005","2005",5.2,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2006","2006",6.3,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2007","2007",9.9,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2008","2008",9.4,,
"ITD4","Friuli-Venezia Giulia","TMIGRATE","saldo migratorio totale (per mille abitanti)","2009","2009",4.1,,
